id;order;xn;yn;entry_number;entry_date;area;unit;breeding_amount;species 1;species 2;species 3;species 4;species 5;species 6;species 7;species 8;species 9;species 10;species 11;species 12;species 13;species 14;species 15;species 16;species 17;species 18;species 19;species 20
433;19;4801266,21;489739,5;284.;10.12.2019;29195;m2;60;lubin (Dicentrachus labrax); komarca (Sparus aurata); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo); gof (Seriola dumerili); arbun (Pagellus erythrinus); ov?ica (Lithognathus mormyrus); fratar (Diplodus vulgaris); kavala (Sciaena umbra); salpa (Sarpa salpa); šarag (Diplodus sargus sargus); ušata (Oblada melanura); cipal zlatar (Liza aurata); cipal balavac (Liza ramado); cipal putnik (Chelon labrosus); cipal bataš (Mugil cephalus);  kalifornijska pastrva (Oncorhynchus mykiss); dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis)
437;1;4873453,27;388284,69;290.;17.4.2020;536800;m2;3000;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
437;2;4873144,94;388822,59;290.;17.4.2020;536800;m2;3000;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
437;3;4872846,56;389343,13;290.;17.4.2020;536800;m2;3000;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
437;4;4872464,82;389124,32;290.;17.4.2020;536800;m2;3000;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
437;5;4872763,21;388603,77;290.;17.4.2020;536800;m2;3000;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
437;6;4873071,54;388065,88;290.;17.4.2020;536800;m2;3000;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
438;1;5019578,88;271106,35;292.;28.4.2020;20492;m2;45;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
438;2;5019691,69;271108,45;292.;28.4.2020;20492;m2;45;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
438;3;5019651,59;271329,73;292.;28.4.2020;20492;m2;45;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
438;4;5019583,39;271328,46;292.;28.4.2020;20492;m2;45;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
438;5;5019584,6;271263,43;292.;28.4.2020;20492;m2;45;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
438;6;5019575,96;271263,27;292.;28.4.2020;20492;m2;45;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
443;1;4896483,173;425098,69;298.;15.9.2020;120000;m2;400;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
443;2;4896661,467;425189,306;298.;15.9.2020;120000;m2;400;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
443;3;4896389,619;425724,188;298.;15.9.2020;120000;m2;400;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
443;4;4896211,325;425633,572;298.;15.9.2020;120000;m2;400;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
445;1;4868970,41;397506,717;300.;21.9.2020;105000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
445;2;4868940,762;397704,507;300.;21.9.2020;105000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
445;3;4868421,562;397626,68;300.;21.9.2020;105000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
445;4;4868451,211;397428,89;300.;21.9.2020;105000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
446;1;4868550,126;397645,951;300.;21.9.2020;112000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
446;2;4868535,302;397744,847;300.;21.9.2020;112000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
446;3;4868896,269;397798,955;300.;21.9.2020;112000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
446;4;4868866,62;397996,745;300.;21.9.2020;112000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
446;5;4868377,09;397923,365;300.;21.9.2020;112000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
446;6;4868421,562;397626,68;300.;21.9.2020;112000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
447;1;4868352,336;397616,303;300.;21.9.2020;81000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
447;2;4868021,037;397566,642;300.;21.9.2020;81000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
447;3;4868050,686;397368,851;300.;21.9.2020;81000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
447;4;4868451,211;397428,89;300.;21.9.2020;81000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
447;5;4868421,562;397626,68;300.;21.9.2020;81000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
448;1;4868377,09;397923,365;300.;21.9.2020;94000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
448;2;4867946,896;397858,88;300.;21.9.2020;94000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
448;3;4867976,544;397661,089;300.;21.9.2020;94000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
448;4;4868337,512;397715,198;300.;21.9.2020;94000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
448;5;4868352,336;397616,303;300.;21.9.2020;94000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
448;6;4868421,562;397626,68;300.;21.9.2020;94000;m2;500;lubin (Dicentrarchus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo);gof (Seriola dumerili);;;;;;;;;;;;;
451;1;4920054,66;361240,78;304.;2.11.2020;94500;m2;120000;morska spužva (Spongia officinalis);;;;;;;;;;;;;;;;;;;
451;2;4920126,35;361109,01;304.;2.11.2020;94500;m2;120000;morska spužva (Spongia officinalis);;;;;;;;;;;;;;;;;;;
451;3;4920679,75;361410,09;304.;2.11.2020;94500;m2;120000;morska spužva (Spongia officinalis);;;;;;;;;;;;;;;;;;;
451;4;4920608,07;361541,85;304.;2.11.2020;94500;m2;120000;morska spužva (Spongia officinalis);;;;;;;;;;;;;;;;;;;
452;1;4775450,83;544164,69;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;2;4775441,89;544169,58;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;3;4775428,34;544175,43;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;4;4775413,11;544180,37;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;5;4775400,27;544184,74;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;6;4775385,31;544187,51;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;7;4775361,52;544189,96;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;8;4775338,88;544191;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;9;4775315,41;544195,83;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;10;4775295,27;544197,2;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;11;4775280,57;544200,08;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;12;4775266,74;544197,71;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;13;4775248,44;544201,94;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;15;4775227,44;544199,43;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;16;4775205,79;544199,47;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;17;4775191,52;544199,33;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;18;4775185,14;544196,99;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;19;4775182,38;544193,98;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;20;4775179,44;544192,04;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;21;4775170,92;544193,65;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;22;4775154,32;544193,21;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;23;4775148,13;544194,19;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;24;4775132,65;544191,57;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;25;4775115,88;544193,73;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;26;4775105,8;544192,57;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;27;4775090,81;544190,85;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;28;4775084,52;544187,61;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;29;4775082,55;544186,59;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;30;4775221,87;544074,25;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
452;31;4775454,45;544106,84;305.;4.11.2020;31941;m2;50;lubin (Dicentrarchus labrax);komarca (Sparus aurata) ;;;;;;;;;;;;;;;;;;
453;1;4877223,86;396836,36;306.;26.11.2020;36241;m2;250;lubin (Dicentrachus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo); gof (Seriola dumerili);romb (Platichthys flesus);;;;;;;;;;;;
453;2;4877307,31;397002,77;306.;26.11.2020;36241;m2;250;lubin (Dicentrachus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo); gof (Seriola dumerili);romb (Platichthys flesus);;;;;;;;;;;;
453;3;4877120,13;397097,53;306.;26.11.2020;36241;m2;250;lubin (Dicentrachus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo); gof (Seriola dumerili);romb (Platichthys flesus);;;;;;;;;;;;
453;4;4877058,69;396930,01;306.;26.11.2020;36241;m2;250;lubin (Dicentrachus labrax); komarca (Sparus aurata); zubatac (Dentex dentex); pagar (Pagrus pagrus); hama (Argyrosomus regius); pic (Diplodus puntazzo); gof (Seriola dumerili);romb (Platichthys flesus);;;;;;;;;;;;
456;1;4903675,95;422142,11;311.;26.4.2021;10000;m2;50;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
456;2;4903596,06;422236,56;311.;26.4.2021;10000;m2;50;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
456;3;4903533,62;422184,16;311.;26.4.2021;10000;m2;50;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
456;4;4903615,5;422089,71;311.;26.4.2021;10000;m2;50;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
457;1;4861523,4;413191,82;312.;29.4.2021;10905;m2;50;lubin (Dicentrarchus labrax); komarca (Sparus aurata);pic (Diplodus  puntazzo);;;;;;;;;;;;;;;;;
457;2;4861534,36;413304,04;312.;29.4.2021;10905;m2;50;lubin (Dicentrarchus labrax); komarca (Sparus aurata);pic (Diplodus  puntazzo);;;;;;;;;;;;;;;;;
457;3;4861436,45;413298,26;312.;29.4.2021;10905;m2;50;lubin (Dicentrarchus labrax); komarca (Sparus aurata);pic (Diplodus  puntazzo);;;;;;;;;;;;;;;;;
457;4;4861425,48;413186,03;312.;29.4.2021;10905;m2;50;lubin (Dicentrarchus labrax); komarca (Sparus aurata);pic (Diplodus  puntazzo);;;;;;;;;;;;;;;;;
458;1;4903970,08;421180,87;313.;5.5.2021;36000;m2;300;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
458;2;4903865,06;421398,12;313.;5.5.2021;36000;m2;300;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
458;3;4903846,57;421638,71;313.;5.5.2021;36000;m2;300;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
458;4;4903774,24;421633,15;313.;5.5.2021;36000;m2;300;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
458;5;4903793,8;421378,9;313.;5.5.2021;36000;m2;300;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
458;6;4903904,76;421149,3;313.;5.5.2021;36000;m2;300;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
459;1;4903092,47;422552,1;314. ;17.8.2021;8000;m2;70;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
459;2;4902951,28;422627,36;314. ;17.8.2021;8000;m2;70;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
459;3;4902927,75;422583,24;314. ;17.8.2021;8000;m2;70;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
459;4;4903068,95;422507,97;314. ;17.8.2021;8000;m2;70;dagnja (Mytilus galloprovincialis);kamenica (Ostrea edulis);;;;;;;;;;;;;;;;;;
460;1;4895320,33;424031,76;315. ;13.9.2021;5625;m2;50;dagnja (Mytilus galloprovincialis); kamenica (Ostrea edulis); jakovljeva kapica (Pecten jacobeus); valovita jakovljeva kapica (Flexopecten glaber); glatka jakovljeva kapica (Flexopecten flexuosus); ?ešlja?a (Aequipecten opercularis);mala kapica (Mimachlamys varia);;;;;;;;;;;;;
460;2;4895318,96;424106,75;315. ;13.9.2021;5625;m2;50;dagnja (Mytilus galloprovincialis); kamenica (Ostrea edulis); jakovljeva kapica (Pecten jacobeus); valovita jakovljeva kapica (Flexopecten glaber); glatka jakovljeva kapica (Flexopecten flexuosus); ?ešlja?a (Aequipecten opercularis);mala kapica (Mimachlamys varia);;;;;;;;;;;;;
460;3;4895243,97;424105,38;315. ;13.9.2021;5625;m2;50;dagnja (Mytilus galloprovincialis); kamenica (Ostrea edulis); jakovljeva kapica (Pecten jacobeus); valovita jakovljeva kapica (Flexopecten glaber); glatka jakovljeva kapica (Flexopecten flexuosus); ?ešlja?a (Aequipecten opercularis);mala kapica (Mimachlamys varia);;;;;;;;;;;;;
460;4;4895245,34;424030,39;315. ;13.9.2021;5625;m2;50;dagnja (Mytilus galloprovincialis); kamenica (Ostrea edulis); jakovljeva kapica (Pecten jacobeus); valovita jakovljeva kapica (Flexopecten glaber); glatka jakovljeva kapica (Flexopecten flexuosus); ?ešlja?a (Aequipecten opercularis);mala kapica (Mimachlamys varia);;;;;;;;;;;;;
